Word,AVG
parking,0.0007263153340905115
phoenix,0.000727743197048255
business,0.0007311438082431756
bring,0.0007366821911165325
wrong,0.0007378712728575374
help,0.0007387570790865835
eating,0.000743605010185144
become,0.0007457059733695415
point,0.0007457469170047799
buffet,0.0007466029632078947
second,0.0007472794537384191
minute,0.0007494850188581094
course,0.0007520832904016404
must,0.000755401131790027
early,0.0007573845793356418
fish,0.0007632189728838717
ridiculous,0.0007633592248091576
trying,0.0007634753468680244
mess,0.0007639348530317047
crap,0.0007639428317573999
date,0.0007643800923605086
walk,0.0007673655018051349
yet,0.0007674965275852979
number,0.0007679019066753229
standing,0.0007686309385272575
horrible,0.0007698229977728849
house,0.0007726781207573887
reservation,0.0007863177926481522
flight,0.0007898854933743307
instead,0.0007908655246931654
fast,0.0007923930468458405
three,0.0007927448187285826
pork,0.0007960262563978528
call,0.0008002304860559986
owner,0.0008005203682818321
waiting,0.0008018217464194851
shop,0.0008038585416814301
apparently,0.000805154542842905
checked,0.000807265487228815
disappointment,0.0008090625470110407
able,0.000812875976617617
quick,0.000814438384053474
guy,0.0008177952328275277
returned,0.0008190013706101378
deal,0.0008208293890041943
dining,0.0008210180668284028
bother,0.0008244051116614566
version,0.000828502691386672
available,0.0008301052526079787
leave,0.0008311256804807931
turned,0.0008317740092273331
dog,0.0008345852344050174
type,0.0008423023741021675
fan,0.0008460237080432349
hell,0.0008474570226088534
style,0.0008476372493472826
felt,0.0008500510128912958
door,0.0008530967610405665
issue,0.000855615247184489
plate,0.000858369124013692
job,0.0008619501055812715
wonderful,0.0008622176493722193
telling,0.0008628159828858167
wish,0.0008631852034700963
rock,0.0008643048818614385
space,0.0008653846793869784
perhaps,0.0008665440131255589
poor,0.0008689986844677478
helpful,0.0008721133357443583
dollar,0.0008733525240703459
cut,0.0008739826374307871
realize,0.0008741159273814081
anyone,0.0008755130562284331
brought,0.0008784258825504921
beautiful,0.0008869671895128421
unfortunately,0.0008920599527763026
sat,0.0008948045943260137
rib,0.0008994831157592044
single,0.0009015098006885106
sick,0.0009017125246557805
fantastic,0.0009025271052239082
waiter,0.0009041264673403708
except,0.0009043631389070671
manager,0.000904846367765123
chip,0.0009090578632650808
scene,0.0009123974516855186
short,0.0009128772958754157
particularly,0.00091407450234832
reasonable,0.0009172734379775839
amount,0.0009218714479167394
seating,0.0009229349453823784
school,0.0009250698751564932
yesterday,0.000927638226475919
dressing,0.0009280744459216601
keep,0.0009291953361160722
glass,0.0009348940144082875
gross,0.0009372112403396567
pool,0.0009404152993720392
easy,0.0009405678906168292
prior,0.000940734603312541
trip,0.000941087930952251
somewhere,0.0009413979241208716
past,0.0009430070627537251
list,0.0009452354721919564
cake,0.0009508528196233193
item,0.0009521538722012544
de,0.0009546539787402382
included,0.0009585427400533717
dirty,0.0009633908020350404
live,0.0009660342636773602
local,0.0009695559798389843
friday,0.0009703503930900521
quickly,0.000971109521228209
finally,0.000975876360755056
variety,0.0009768606542693327
expect,0.0009809692353340992
choice,0.0009814144746889406
remember,0.0009843125751008712
chain,0.0009847368218669941
ticket,0.000986186619385881
seated,0.000987244821864685
stomach,0.000989102413952111
sold,0.000991084174326478
average,0.00099657428753824
light,0.0010064159810497413
sale,0.0010070534326741265
fancy,0.0010088273026995715
offer,0.0010109179547949509
thai,0.0010114419975522282
hate,0.0010118900276711983
dipping,0.0010141956681124077
credit,0.0010167773433459866
cook,0.0010185899811482489
awhile,0.0010193585231666501
biggest,0.0010193701146516104
shopping,0.001024590283486351
casino,0.0010269577226298813
late,0.0010273269387949114
revive,34
ticklish,34
modeling,34
strengthen,34
sortie,34
visiter,34
yuki,34
diapering,34
weathered,35
migrate,35
julep,35
conversationalist,35
evoke,35
unanimously,35
salute,35
claustrophobia,35
kayak,35
smuggle,35
pajama,35
fanciful,35
jumpy,35
metaphysical,35
balmy,35
innuendo,35
quant,35
shuck,35
kurt,35
cheeseboard,35
poet,35
debatable,35
glimmer,35
wateringly,35
logging,35
unwinding,35
negro,35
compressed,35
santiago,35
quartered,35
godly,35
mend,35
sighting,35
bonsai,35
fermentation,35
monongahela,35
squeak,35
catalogue,35
adept,35
armrest,35
taproom,35
inhabited,35
embark,35
institutional,35
delirious,35
bough,35
categorize,35
shandy,35
mealtime,35
immersion,35
swimmer,35
hawking,35
spunk,35
exclaiming,35
restful,35
tango,35
exemplify,35
antithesis,35
acrobat,35
siegfried,35
amalgamation,35
hainan,35
sot,35
trifle,35
assuredly,35
succotash,35
picard,35
habe,35
gerald,35
tiresome,36
lancaster,36
slant,36
unnamed,36
innocuous,36
liken,36
privy,36
bucky,36
rapper,36
undercover,36
combing,36
fizzy,36
clan,36
agility,36
siamese,36
dynasty,36
bleaching,36
underwent,36
shaw,36
sheltered,36
snowball,36
wilderness,36
juniper,36
micky,36
academy,36
lather,36
flamenco,36
poverty,36
taint,36
cary,36
mil,36
economics,36
swam,36
allotment,36
marcella,36
perplexing,36
pow,36
exhaustion,36
scaling,36
hypnotist,36
vortex,36
literary,36
pimiento,36
honduran,36
headrest,36
gamy,36
seamus,36
shone,36
tubing,36
norwegian,36
astoundingly,36
asterisk,36
dazzle,36
barbary,36
speedway,36
nag,36
schooled,36
dogfish,36
mignonette,36
sequel,36
scotia,36
bronzed,36
sable,36
sambar,36
proficiency,36
cyst,36
chicha,36
metabolism,36
outshine,36
douce,36
nepali,36
seit,36
ji,36
belay,37
messiness,37
fiddle,37
mythical,37
arsenal,37
abhor,37
tracey,37
aviation,37
homeopathic,37
fore,37
accentuate,37
ewe,37
layman,37
humbly,37
casting,37
bidding,37
neal,37
pollen,37
clipper,37
arizonan,37
multicolored,37
chalet,37
addendum,37
outline,37
hoof,37
zeppelin,37
ramona,37
stave,37
tackled,37
intestinal,37
thinness,37
achievement,37
clyde,37
elixir,37
savoriness,37
beaded,37
umph,37
pandan,37
slighty,37
playfully,37
hind,37
undress,37
coyote,37
bendy,37
amour,37
correlation,37
dipper,37
diagonal,37
stump,37
shameless,37
umpteen,37
adoration,37
catcher,37
wac,37
trotter,37
intimidation,37
limey,37
gruesome,37
panorama,37
undeniable,37
hermes,37
prerequisite,37
reluctance,37
cleopatra,37
compose,37
decadently,37
crape,37
compilation,37
jubilee,37
sod,37
familiarize,37
gadzooks,37
cuddly,38
endorse,38
bumble,38
probable,38
unfounded,38
calcium,38
plantation,38
armenian,38
skeleton,38
canoe,38
outpatient,38
peggy,38
hebrew,38
shasta,38
antelope,38
perfecto,38
taper,38
denomination,38
descending,38
effectiveness,38
sailor,38
sheik,38
muzzle,38
fatter,38
aimee,38
cherokee,38
verity,38
snaking,38
potluck,38
arabian,38
aviary,38
thoroughfare,38
amply,38
pierce,38
keepsake,38
ollie,38
internship,38
genoa,38
jules,38
gratifying,38
vial,38
camembert,38
sabbath,38
cointreau,38
romeo,38
helm,38
comma,38
elia,38
scotsman,38
carriage,39
smithsonian,39
frankenstein,39
neurologist,39
aftercare,39
textbook,39
persona,39
lai,39
loopy,39
surmised,39
inferno,39
illuminate,39
phenomenally,39
peacock,39
periodic,39
climax,39
dewey,39
canna,39
hemp,39
escolar,39
adrienne,39
liza,39
tangent,39
mania,39
familial,39
ness,39
satin,39
aha,39
heeled,39
heft,39
pester,39
randolph,39
catwalk,39
formidable,39
caramelize,39
arty,39
trey,39
madagascar,39
jealousy,39
mer,39
oolong,39
sturgeon,39
extinct,39
rillette,39
plotting,39
troupe,39
leon,39
blissfully,39
euphoria,39
heaving,39
taille,39
apparatus,39
trouser,39
suburbia,40
tapestry,40
jupiter,40
selfishly,40
brothel,40
sift,40
serena,40
marlin,40
flocking,40
sui,40
prohibitive,40
entrepreneur,40
varietal,40
devotion,40
gila,40
kona,40
beagle,40
mari,40
participant,40
uncontrollable,40
healer,40
scotty,40
hungarian,40
durham,40
oftentimes,40
wanton,40
gastronomically,40
cavern,40
integrate,40
rancher,40
richmond,40
looser,40
trappist,40
gander,40
tantalize,40
sweetbread,40
aztec,40
isaac,40
feuille,40
petal,40
tumbling,40
dozed,40
tait,40
moyen,40
distillery,40
markus,40
pitaya,40
mingo,40
erik,41
greenhouse,41
commuter,41
mystical,41
muffler,41
mummy,41
amt,41
nitty,41
sope,41
volcanic,41
cove,41
intelligently,41
testify,41
pursuit,41
holla,41
quince,41
woven,41
hal,41
informational,41
whey,41
fungi,41
kink,41
bali,41
strapless,41
luc,41
gush,41
vagina,41
salvadoran,41
daphne,41
champlain,41
eddy,41
cava,41
unadulterated,41
offbeat,41
cassis,41
shirtless,41
digitally,41
fluffiness,42
stylishly,42
marvelously,42
nontraditional,42
turndown,42
soothe,42
walt,42
ensue,42
goulash,42
transforming,42
pamphlet,42
reggie,42
sombrero,42
whoo,42
eternally,42
woodworking,42
jager,42
adage,42
follower,42
teeming,42
guzzle,42
candace,42
amos,42
lull,42
instrumental,42
handler,42
drought,42
hydrate,42
scrutiny,42
salvadorian,42
frederick,42
savour,42
gregarious,42
flatter,42
sabrina,42
coronary,43
ambassador,43
groggy,43
southerner,43
acacia,43
curriculum,43
jeremiah,43
rehabilitation,43
reachable,43
thereby,43
violin,43
poundcake,43
joanne,43
cruller,43
durant,43
exclamation,43
sebastian,43
worldly,43
immerse,43
flanked,43
isabelle,43
dejeuner,43
tutorial,43
nicholas,44
kafta,44
shading,44
cinch,44
neighborly,44
henna,44
flax,44
gabe,44
charlene,44
otherworldly,44
eloquent,44
onwards,44
gil,44
serbian,44
chanterelle,44
strengthening,44
poem,45
clockwork,45
pheasant,45
craftsman,45
piercer,45
dwayne,45
derrick,45
obedience,46
infertility,46
luxuriously,46
emulsion,47
rainfall,47
sidney,47
susie,49
ariel,49
mosque,49
geisha,49
